"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","tangjp"
"Cmdline:","dstat -cdlmnpsy --output incresingle.csv",,,,"Date:","09 Mar 2014 18:34:28 CST"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"swap",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","used","free","int","csw"
0.251,0.627,99.122,0.0,0.0,0.0,0.0,102400.0,0.950,0.530,0.240,832622592.0,107458560.0,4194553856.0,3232624640.0,704.0,444.0,0.0,0.0,11.0,102400.0,8587730944.0,460.0,1404.0,
0.374,0.125,99.377,0.0,0.0,0.125,0.0,0.0,0.950,0.530,0.240,832962560.0,107458560.0,4194603008.0,3232235520.0,0.0,0.0,0.0,0.0,15.0,102400.0,8587730944.0,280.0,835.0,
0.876,0.250,98.874,0.0,0.0,0.0,0.0,0.0,0.950,0.530,0.240,832978944.0,107458560.0,4194627584.0,3232194560.0,0.0,0.0,0.0,0.0,10.0,102400.0,8587730944.0,283.0,821.0,
0.753,0.251,98.996,0.0,0.0,0.0,0.0,0.0,0.880,0.520,0.240,833220608.0,107458560.0,4194689024.0,3231891456.0,2890.0,846.0,0.0,0.0,15.0,102400.0,8587730944.0,518.0,1643.0,
8.385,0.501,91.114,0.0,0.0,0.0,0.0,61440.0,0.880,0.520,0.240,842715136.0,107458560.0,4194713600.0,3222372352.0,0.0,0.0,1.0,0.0,5.0,102400.0,8587730944.0,618.0,734.0,
8.657,1.129,90.213,0.0,0.0,0.0,0.0,307200.0,0.880,0.520,0.240,853270528.0,107458560.0,4194717696.0,3211812864.0,324.0,324.0,3.0,0.0,1.0,102400.0,8587730944.0,1061.0,1492.0,
30.163,2.628,67.209,0.0,0.0,0.0,0.0,159744.0,0.880,0.520,0.240,888922112.0,107466752.0,4194779136.0,3176091648.0,972.0,972.0,3.0,0.0,0.0,102400.0,8587730944.0,2749.0,2527.0,
30.519,3.377,65.714,0.0,0.0,0.390,0.0,0.0,0.880,0.520,0.240,989827072.0,107466752.0,4194787328.0,3075178496.0,12750.0,1452.0,3.0,0.0,1.0,102400.0,8587730944.0,2815.0,3910.0,
31.039,1.502,67.334,0.0,0.0,0.125,0.0,0.0,1.050,0.560,0.250,1029795840.0,107466752.0,4194787328.0,3035209728.0,522.0,384.0,3.0,0.0,0.0,102400.0,8587730944.0,1618.0,1460.0,
32.327,1.384,64.528,1.509,0.0,0.252,0.0,5169152.0,1.050,0.560,0.250,1132429312.0,107466752.0,4194791424.0,2932572160.0,0.0,0.0,3.0,0.0,0.0,102400.0,8587730944.0,2516.0,1075.0,
37.484,0.503,61.887,0.0,0.0,0.126,0.0,0.0,1.050,0.560,0.250,1130639360.0,107466752.0,4195504128.0,2933649408.0,0.0,0.0,3.0,0.0,0.0,102400.0,8587730944.0,1327.0,766.0,
37.468,0.886,61.646,0.0,0.0,0.0,0.0,495616.0,1.050,0.560,0.250,1131859968.0,107474944.0,4197232640.0,2930692096.0,162.0,162.0,3.0,0.0,0.0,102400.0,8587730944.0,1382.0,1085.0,
41.214,0.632,58.154,0.0,0.0,0.0,0.0,0.0,1.050,0.560,0.250,1179148288.0,107474944.0,4199776256.0,2880860160.0,0.0,0.0,3.0,0.0,0.0,102400.0,8587730944.0,1456.0,1260.0,
36.954,0.999,62.047,0.0,0.0,0.0,0.0,0.0,1.120,0.580,0.260,1180999680.0,107483136.0,4202790912.0,2875985920.0,324.0,324.0,3.0,0.0,0.0,102400.0,8587730944.0,1400.0,1417.0,
38.868,0.881,60.126,0.0,0.0,0.126,0.0,0.0,1.120,0.580,0.260,1183760384.0,107483136.0,4207849472.0,2868166656.0,0.0,0.0,3.0,0.0,1.0,102400.0,8587730944.0,1384.0,1218.0,
37.093,0.627,62.281,0.0,0.0,0.0,0.0,0.0,1.120,0.580,0.260,1185431552.0,107565056.0,4214734848.0,2859528192.0,0.0,0.0,3.0,0.0,0.0,102400.0,8587730944.0,1382.0,710.0,
33.806,1.806,64.0,0.129,0.0,0.258,0.0,1748992.0,1.120,0.580,0.260,1211932672.0,107606016.0,4220428288.0,2827292672.0,162.0,162.0,2.0,0.0,0.0,102400.0,8587730944.0,1423.0,1501.0,
14.178,2.258,83.438,0.0,0.0,0.125,0.0,0.0,1.120,0.580,0.260,1213104128.0,107606016.0,4225859584.0,2820689920.0,442.0,384.0,1.0,0.0,0.0,102400.0,8587730944.0,1030.0,1571.0,
17.744,3.422,77.440,1.141,0.0,0.253,4096.0,7000064.0,1.190,0.610,0.270,1250623488.0,107610112.0,4226412544.0,2782613504.0,1378.0,1050.0,1.0,0.0,0.0,102400.0,8587730944.0,1426.0,2343.0,
12.875,0.625,86.125,0.0,0.0,0.375,0.0,2506752.0,1.190,0.610,0.270,1251274752.0,107610112.0,4226412544.0,2781962240.0,648.0,648.0,2.0,0.0,0.0,102400.0,8587730944.0,1147.0,1667.0,
14.824,0.503,84.548,0.0,0.0,0.126,0.0,0.0,1.190,0.610,0.270,1251528704.0,107610112.0,4226412544.0,2781708288.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,992.0,1006.0,
13.750,1.625,84.500,0.0,0.0,0.125,0.0,1630208.0,1.190,0.610,0.270,1251909632.0,107622400.0,4226400256.0,2781327360.0,486.0,486.0,1.0,0.0,0.0,102400.0,8587730944.0,1098.0,1549.0,
17.318,4.818,77.865,0.0,0.0,0.0,0.0,0.0,1.190,0.610,0.270,1357193216.0,107622400.0,4226412544.0,2676031488.0,782.0,708.0,1.0,0.0,0.0,102400.0,8587730944.0,1217.0,2118.0,
19.724,1.256,78.643,0.0,0.0,0.377,0.0,0.0,1.340,0.650,0.280,1357819904.0,107622400.0,4226412544.0,2675404800.0,356.0,324.0,2.0,0.0,0.0,102400.0,8587730944.0,1188.0,1715.0,
16.203,1.899,81.899,0.0,0.0,0.0,0.0,21475328.0,1.340,0.650,0.280,1358065664.0,107622400.0,4227309568.0,2674262016.0,392.0,222.0,1.0,0.0,0.0,102400.0,8587730944.0,1412.0,1578.0,
27.848,2.405,69.494,0.0,0.0,0.253,0.0,0.0,1.340,0.650,0.280,1359671296.0,107622400.0,4227833856.0,2672132096.0,8296.0,1446.0,1.0,0.0,0.0,102400.0,8587730944.0,1601.0,2212.0,
24.433,1.385,74.181,0.0,0.0,0.0,0.0,143360.0,1.340,0.650,0.280,1356238848.0,107630592.0,4227985408.0,2675404800.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,1267.0,1200.0,
15.327,0.251,84.422,0.0,0.0,0.0,0.0,0.0,1.340,0.650,0.280,1356406784.0,107630592.0,4227985408.0,2675236864.0,0.0,0.0,4.0,0.0,1.0,102400.0,8587730944.0,957.0,670.0,
24.937,0.630,74.433,0.0,0.0,0.0,0.0,0.0,1.310,0.650,0.290,1346990080.0,107630592.0,4227985408.0,2684653568.0,0.0,0.0,3.0,0.0,0.0,102400.0,8587730944.0,1200.0,1147.0,
30.587,0.250,69.039,0.0,0.0,0.125,0.0,196608.0,1.310,0.650,0.290,1348841472.0,107630592.0,4227985408.0,2682802176.0,0.0,0.0,2.0,0.0,1.0,102400.0,8587730944.0,1189.0,817.0,
15.915,0.877,83.208,0.0,0.0,0.0,0.0,0.0,1.310,0.650,0.290,1347915776.0,107630592.0,4227981312.0,2683731968.0,518.0,486.0,2.0,0.0,0.0,102400.0,8587730944.0,965.0,1776.0,
18.467,0.126,81.281,0.0,0.0,0.126,0.0,69632.0,1.310,0.650,0.290,1342992384.0,107638784.0,4227985408.0,2688643072.0,356.0,324.0,2.0,0.0,0.0,102400.0,8587730944.0,895.0,888.0,
23.212,0.376,76.412,0.0,0.0,0.0,0.0,0.0,1.310,0.650,0.290,1343475712.0,107638784.0,4227989504.0,2688155648.0,518.0,486.0,2.0,0.0,0.0,102400.0,8587730944.0,1142.0,1617.0,
18.570,0.376,80.928,0.0,0.0,0.125,0.0,0.0,1.370,0.680,0.300,1343528960.0,107638784.0,4227989504.0,2688102400.0,226.0,162.0,1.0,0.0,0.0,102400.0,8587730944.0,936.0,1184.0,
19.011,0.380,80.482,0.0,0.0,0.127,0.0,2760704.0,1.370,0.680,0.300,1343856640.0,107646976.0,4227981312.0,2687774720.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,1001.0,555.0,
12.782,0.125,87.093,0.0,0.0,0.0,0.0,0.0,1.370,0.680,0.300,1343823872.0,107646976.0,4227981312.0,2687807488.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,661.0,394.0,
16.751,0.630,82.620,0.0,0.0,0.0,0.0,0.0,1.370,0.680,0.300,1343815680.0,107646976.0,4227989504.0,2687807488.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,838.0,725.0,
18.023,0.250,81.602,0.0,0.0,0.125,0.0,61440.0,1.370,0.680,0.300,1348259840.0,107655168.0,4227981312.0,2683363328.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,849.0,569.0,
14.018,0.125,85.857,0.0,0.0,0.0,0.0,0.0,1.340,0.680,0.300,1348251648.0,107655168.0,4227989504.0,2683363328.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,719.0,418.0,
12.734,0.125,87.016,0.0,0.0,0.125,0.0,65536.0,1.340,0.680,0.300,1348251648.0,107655168.0,4227989504.0,2683363328.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,539.0,312.0,
13.539,0.134,86.193,0.0,0.0,0.134,0.0,0.0,1.340,0.680,0.300,1348247552.0,107655168.0,4227993600.0,2683363328.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,567.0,398.0,
13.591,0.249,86.035,0.0,0.0,0.125,0.0,0.0,1.340,0.680,0.300,1346121728.0,107655168.0,4227993600.0,2685489152.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,665.0,293.0,
21.957,0.502,77.290,0.125,0.0,0.125,0.0,45056.0,1.340,0.680,0.300,1347256320.0,107663360.0,4227993600.0,2684346368.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,1020.0,674.0,
18.308,1.136,80.429,0.0,0.0,0.126,0.0,0.0,1.310,0.690,0.310,1347764224.0,107663360.0,4227993600.0,2683838464.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,1035.0,1184.0,
14.160,0.376,83.333,2.130,0.0,0.0,0.0,3055616.0,1.310,0.690,0.310,1348698112.0,107663360.0,4227993600.0,2682904576.0,0.0,0.0,1.0,1.0,0.0,102400.0,8587730944.0,1148.0,546.0,
14.824,0.628,81.910,2.261,0.0,0.377,0.0,11395072.0,1.310,0.690,0.310,1347854336.0,107663360.0,4227997696.0,2683744256.0,0.0,0.0,3.0,0.0,1.0,102400.0,8587730944.0,1410.0,494.0,
13.625,0.125,86.250,0.0,0.0,0.0,0.0,0.0,1.310,0.690,0.310,1347465216.0,107663360.0,4227997696.0,2684133376.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,637.0,221.0,
12.875,0.125,86.875,0.0,0.0,0.125,0.0,745472.0,1.310,0.690,0.310,1347219456.0,107671552.0,4227989504.0,2684379136.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,606.0,161.0,
12.734,0.0,87.141,0.0,0.0,0.125,0.0,0.0,1.280,0.690,0.310,1347342336.0,107671552.0,4227993600.0,2684252160.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,595.0,197.0,
13.250,0.125,86.500,0.0,0.0,0.125,0.0,0.0,1.280,0.690,0.310,1347334144.0,107671552.0,4228001792.0,2684252160.0,0.0,0.0,4.0,0.0,0.0,102400.0,8587730944.0,651.0,249.0,
12.516,0.125,87.109,0.0,0.0,0.250,0.0,10149888.0,1.280,0.690,0.310,1347710976.0,107671552.0,4228001792.0,2683875328.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,880.0,179.0,
12.516,0.125,87.234,0.0,0.0,0.125,0.0,0.0,1.280,0.690,0.310,1347297280.0,107671552.0,4228005888.0,2684284928.0,0.0,0.0,1.0,0.0,1.0,102400.0,8587730944.0,625.0,361.0,
12.718,0.125,87.032,0.125,0.0,0.0,0.0,475136.0,1.280,0.690,0.310,1347297280.0,107679744.0,4227997696.0,2684284928.0,243.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,581.0,138.0,
12.484,0.125,87.266,0.0,0.0,0.125,0.0,0.0,1.260,0.700,0.310,1347297280.0,107679744.0,4228005888.0,2684276736.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,569.0,121.0,
12.609,0.0,87.266,0.0,0.0,0.125,0.0,0.0,1.260,0.700,0.310,1347330048.0,107679744.0,4228005888.0,2684243968.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,563.0,126.0,
12.609,0.0,87.266,0.0,0.0,0.125,0.0,806912.0,1.260,0.700,0.310,1347457024.0,107679744.0,4228005888.0,2684116992.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,577.0,156.0,
13.250,0.0,86.750,0.0,0.0,0.0,0.0,0.0,1.260,0.700,0.310,1347452928.0,107679744.0,4228009984.0,2684116992.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,618.0,267.0,
18.477,0.250,81.149,0.0,0.0,0.125,0.0,28672.0,1.260,0.700,0.310,1347940352.0,107687936.0,4228001792.0,2683629568.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,865.0,495.0,
21.930,0.0,78.070,0.0,0.0,0.0,0.0,0.0,1.320,0.720,0.320,1348038656.0,107687936.0,4228009984.0,2683523072.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,862.0,376.0,
17.603,0.125,82.147,0.0,0.0,0.125,0.0,0.0,1.320,0.720,0.320,1347985408.0,107687936.0,4228009984.0,2683576320.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,686.0,136.0,
17.337,0.126,82.412,0.0,0.0,0.126,0.0,757760.0,1.320,0.720,0.320,1348120576.0,107687936.0,4228009984.0,2683441152.0,0.0,0.0,1.0,0.0,1.0,102400.0,8587730944.0,931.0,1154.0,
12.625,0.375,86.875,0.0,0.0,0.125,0.0,0.0,1.320,0.720,0.320,1347948544.0,107687936.0,4228014080.0,2683609088.0,648.0,648.0,2.0,0.0,0.0,102400.0,8587730944.0,939.0,1747.0,
15.190,0.633,84.051,0.0,0.0,0.127,0.0,32768.0,1.320,0.720,0.320,1347940352.0,107696128.0,4228014080.0,2683609088.0,972.0,972.0,1.0,0.0,0.0,102400.0,8587730944.0,1240.0,2552.0,
16.026,0.385,83.333,0.0,0.0,0.256,0.0,0.0,1.290,0.720,0.330,1347936256.0,107696128.0,4228018176.0,2683609088.0,7902.0,2604.0,1.0,0.0,0.0,102400.0,8587730944.0,1108.0,2318.0,
12.625,0.0,87.375,0.0,0.0,0.0,0.0,0.0,1.290,0.720,0.330,1347932160.0,107696128.0,4228022272.0,2683609088.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,516.0,376.0,
13.425,0.251,86.324,0.0,0.0,0.0,0.0,40960.0,1.290,0.720,0.330,1347964928.0,107700224.0,4228018176.0,2683576320.0,392.0,222.0,1.0,0.0,0.0,102400.0,8587730944.0,801.0,981.0,
16.958,0.249,81.920,0.374,0.0,0.499,552960.0,0.0,1.290,0.720,0.330,1349181440.0,107700224.0,4228579328.0,2681798656.0,7436.0,2220.0,1.0,0.0,0.0,102400.0,8587730944.0,1081.0,1530.0,
13.250,0.125,86.500,0.0,0.0,0.125,0.0,65536.0,1.290,0.720,0.330,1349070848.0,107708416.0,4228579328.0,2681901056.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,653.0,323.0,
13.483,0.250,86.017,0.0,0.0,0.250,0.0,0.0,1.270,0.730,0.330,1349070848.0,107708416.0,4228579328.0,2681901056.0,356.0,324.0,1.0,0.0,0.0,102400.0,8587730944.0,802.0,1064.0,
12.875,0.125,86.875,0.0,0.0,0.125,0.0,0.0,1.270,0.730,0.330,1349066752.0,107708416.0,4228583424.0,2681901056.0,0.0,0.0,1.0,0.0,1.0,102400.0,8587730944.0,726.0,727.0,
13.250,0.125,86.625,0.0,0.0,0.0,0.0,1236992.0,1.270,0.730,0.330,1349074944.0,107708416.0,4228583424.0,2681892864.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,676.0,331.0,
12.594,0.249,86.908,0.0,0.0,0.249,0.0,0.0,1.270,0.730,0.330,1347268608.0,107708416.0,4228583424.0,2683699200.0,324.0,324.0,2.0,0.0,0.0,102400.0,8587730944.0,651.0,984.0,
13.200,0.498,86.052,0.0,0.0,0.249,0.0,28672.0,1.270,0.730,0.330,1347162112.0,107716608.0,4228583424.0,2683797504.0,648.0,648.0,1.0,0.0,0.0,102400.0,8587730944.0,897.0,1462.0,
12.390,0.250,87.109,0.0,0.0,0.250,0.0,0.0,1.170,0.710,0.330,1347158016.0,107716608.0,4228587520.0,2683797504.0,162.0,162.0,1.0,0.0,0.0,102400.0,8587730944.0,698.0,960.0,
14.591,0.503,84.654,0.0,0.0,0.252,0.0,0.0,1.170,0.710,0.330,1347158016.0,107716608.0,4228587520.0,2683797504.0,648.0,648.0,1.0,0.0,0.0,102400.0,8587730944.0,792.0,1615.0,
12.641,0.250,87.109,0.0,0.0,0.0,0.0,8192.0,1.170,0.710,0.330,1347153920.0,107716608.0,4228591616.0,2683797504.0,324.0,324.0,1.0,0.0,1.0,102400.0,8587730944.0,730.0,1113.0,
13.517,0.0,86.358,0.0,0.0,0.125,0.0,0.0,1.170,0.710,0.330,1352491008.0,107716608.0,4228587520.0,2678464512.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,717.0,511.0,
12.984,0.0,86.517,0.375,0.0,0.125,0.0,16384.0,1.170,0.710,0.330,1352605696.0,107724800.0,4228591616.0,2678337536.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,605.0,284.0,
13.693,0.0,86.307,0.0,0.0,0.0,0.0,0.0,1.160,0.720,0.330,1352605696.0,107724800.0,4228591616.0,2678337536.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,642.0,312.0,
13.534,0.0,86.341,0.0,0.0,0.125,0.0,0.0,1.160,0.720,0.330,1353363456.0,107724800.0,4228595712.0,2677575680.0,162.0,162.0,1.0,0.0,0.0,102400.0,8587730944.0,713.0,652.0,
13.109,0.250,86.267,0.0,0.0,0.375,0.0,0.0,1.160,0.720,0.330,1353363456.0,107724800.0,4228595712.0,2677575680.0,648.0,648.0,1.0,0.0,0.0,102400.0,8587730944.0,927.0,1762.0,
13.358,0.0,86.017,0.0,0.0,0.624,0.0,0.0,1.160,0.720,0.330,1353363456.0,107724800.0,4228595712.0,2677575680.0,810.0,810.0,1.0,0.0,0.0,102400.0,8587730944.0,1077.0,2182.0,
12.750,0.250,86.625,0.125,0.0,0.250,0.0,16384.0,1.160,0.720,0.330,1353388032.0,107732992.0,4228595712.0,2677542912.0,576.0,444.0,1.0,0.0,0.0,102400.0,8587730944.0,1014.0,1636.0,
13.0,0.250,86.625,0.0,0.0,0.125,0.0,0.0,1.140,0.720,0.330,1353388032.0,107732992.0,4228595712.0,2677542912.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,872.0,644.0,
12.531,0.0,87.469,0.0,0.0,0.0,0.0,0.0,1.140,0.720,0.330,1353388032.0,107732992.0,4228595712.0,2677542912.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,796.0,531.0,
12.657,0.251,87.093,0.0,0.0,0.0,0.0,0.0,1.140,0.720,0.330,1353379840.0,107732992.0,4228595712.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,721.0,436.0,
12.641,0.125,87.234,0.0,0.0,0.0,0.0,0.0,1.140,0.720,0.330,1353375744.0,107732992.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,811.0,524.0,
12.609,0.125,87.141,0.0,0.0,0.125,0.0,28672.0,1.140,0.720,0.330,1353367552.0,107741184.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,677.0,512.0,
12.625,0.0,87.250,0.0,0.0,0.125,0.0,0.0,1.130,0.730,0.340,1353367552.0,107741184.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,587.0,208.0,
12.500,0.125,87.375,0.0,0.0,0.0,0.0,0.0,1.130,0.730,0.340,1353367552.0,107741184.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,602.0,284.0,
12.734,0.0,87.016,0.0,0.0,0.250,0.0,20480.0,1.130,0.730,0.340,1353367552.0,107741184.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,1.0,102400.0,8587730944.0,651.0,480.0,
13.409,0.125,86.466,0.0,0.0,0.0,0.0,0.0,1.130,0.730,0.340,1353367552.0,107741184.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,624.0,401.0,
13.500,0.125,86.375,0.0,0.0,0.0,0.0,20480.0,1.130,0.730,0.340,1353359360.0,107749376.0,4228599808.0,2677551104.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,670.0,419.0,
14.375,0.375,85.125,0.0,0.0,0.125,0.0,0.0,1.120,0.730,0.340,1355132928.0,107749376.0,4228603904.0,2675773440.0,486.0,486.0,2.0,0.0,0.0,102400.0,8587730944.0,837.0,1154.0,
16.772,0.883,82.346,0.0,0.0,0.0,0.0,0.0,1.120,0.730,0.340,1355259904.0,107749376.0,4228603904.0,2675646464.0,1134.0,1134.0,1.0,0.0,0.0,102400.0,8587730944.0,1205.0,2296.0,
12.891,0.125,86.859,0.0,0.0,0.125,0.0,28672.0,1.120,0.730,0.340,1355259904.0,107749376.0,4228603904.0,2675646464.0,332.0,120.0,1.0,0.0,0.0,102400.0,8587730944.0,743.0,814.0,
13.716,0.623,85.661,0.0,0.0,0.0,0.0,0.0,1.120,0.730,0.340,1355259904.0,107749376.0,4228603904.0,2675646464.0,902.0,504.0,1.0,0.0,0.0,102400.0,8587730944.0,904.0,1278.0,
12.500,0.250,87.250,0.0,0.0,0.0,0.0,53248.0,1.120,0.730,0.340,1354997760.0,107757568.0,4228603904.0,2675900416.0,162.0,162.0,1.0,0.0,0.0,102400.0,8587730944.0,785.0,922.0,
13.267,0.250,86.358,0.0,0.0,0.125,0.0,0.0,1.030,0.720,0.340,1354997760.0,107757568.0,4228603904.0,2675900416.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,809.0,650.0,
12.859,0.624,86.517,0.0,0.0,0.0,0.0,0.0,1.030,0.720,0.340,1355882496.0,107757568.0,4228608000.0,2675011584.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,1112.0,2926.0,
13.819,0.628,85.427,0.0,0.0,0.126,0.0,45056.0,1.030,0.720,0.340,1356009472.0,107757568.0,4228608000.0,2674884608.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,1275.0,3883.0,
12.547,0.251,87.202,0.0,0.0,0.0,0.0,0.0,1.030,0.720,0.340,1356132352.0,107757568.0,4228612096.0,2674757632.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,909.0,2027.0,
13.483,0.0,86.392,0.0,0.0,0.125,0.0,0.0,1.030,0.720,0.340,1355497472.0,107757568.0,4228612096.0,2675392512.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,665.0,391.0,
12.500,0.125,87.250,0.0,0.0,0.125,0.0,45056.0,1.030,0.730,0.340,1355489280.0,107765760.0,4228612096.0,2675392512.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,596.0,206.0,
13.375,0.0,86.625,0.0,0.0,0.0,0.0,0.0,1.030,0.730,0.340,1355665408.0,107765760.0,4228612096.0,2675216384.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,645.0,356.0,
13.283,0.0,86.717,0.0,0.0,0.0,0.0,53248.0,1.030,0.730,0.340,1355665408.0,107765760.0,4228612096.0,2675216384.0,0.0,0.0,2.0,0.0,1.0,102400.0,8587730944.0,694.0,434.0,
12.609,0.125,87.266,0.0,0.0,0.0,0.0,0.0,1.030,0.730,0.340,1355800576.0,107765760.0,4228612096.0,2675081216.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,608.0,405.0,
13.358,0.125,86.392,0.0,0.0,0.125,0.0,0.0,1.030,0.730,0.340,1359355904.0,107765760.0,4228612096.0,2671525888.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,643.0,366.0,
12.641,0.0,87.359,0.0,0.0,0.0,0.0,16384.0,1.030,0.730,0.350,1359482880.0,107773952.0,4228612096.0,2671390720.0,0.0,0.0,1.0,0.0,1.0,102400.0,8587730944.0,655.0,453.0,
14.160,0.0,85.714,0.0,0.0,0.125,0.0,0.0,1.030,0.730,0.350,1359482880.0,107773952.0,4228612096.0,2671390720.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,637.0,194.0,
12.875,0.250,86.750,0.0,0.0,0.125,0.0,0.0,1.030,0.730,0.350,1359605760.0,107773952.0,4228616192.0,2671263744.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,613.0,191.0,
12.500,0.0,87.375,0.0,0.0,0.125,0.0,0.0,1.030,0.730,0.350,1359605760.0,107773952.0,4228616192.0,2671263744.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,572.0,134.0,
12.484,0.125,87.391,0.0,0.0,0.0,0.0,0.0,1.030,0.730,0.350,1359732736.0,107773952.0,4228616192.0,2671136768.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,462.0,125.0,
12.625,0.0,87.250,0.0,0.0,0.125,0.0,16384.0,1.020,0.730,0.350,1359724544.0,107782144.0,4228616192.0,2671136768.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,509.0,133.0,
12.500,0.0,87.500,0.0,0.0,0.0,0.0,0.0,1.020,0.730,0.350,1359720448.0,107782144.0,4228620288.0,2671136768.0,0.0,0.0,2.0,0.0,0.0,102400.0,8587730944.0,560.0,120.0,
12.609,0.125,87.141,0.0,0.0,0.125,0.0,0.0,1.020,0.730,0.350,1359720448.0,107782144.0,4228620288.0,2671136768.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,603.0,206.0,
12.563,0.0,87.312,0.0,0.0,0.126,0.0,0.0,1.020,0.730,0.350,1359716352.0,107782144.0,4228624384.0,2671136768.0,810.0,810.0,1.0,0.0,0.0,102400.0,8587730944.0,992.0,1922.0,
12.531,0.251,87.218,0.0,0.0,0.0,0.0,0.0,1.020,0.730,0.350,1359716352.0,107782144.0,4228624384.0,2671136768.0,324.0,324.0,1.0,0.0,0.0,102400.0,8587730944.0,997.0,1359.0,
13.823,0.996,85.056,0.0,0.0,0.125,0.0,16384.0,1.020,0.740,0.350,1359708160.0,107790336.0,4228624384.0,2671136768.0,550.0,486.0,1.0,0.0,0.0,102400.0,8587730944.0,1107.0,1532.0,
12.361,1.607,85.909,0.0,0.0,0.124,0.0,0.0,1.020,0.740,0.350,1359835136.0,107790336.0,4228624384.0,2671009792.0,324.0,324.0,1.0,0.0,0.0,102400.0,8587730944.0,995.0,1165.0,
13.070,2.343,84.587,0.0,0.0,0.0,0.0,0.0,1.020,0.740,0.350,1359835136.0,107790336.0,4228624384.0,2671009792.0,0.0,0.0,1.0,0.0,0.0,102400.0,8587730944.0,912.0,633.0,
