"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","tangjp"
"Cmdline:","dstat -cdlmnpsy --output ccache1.csv",,,,"Date:","24 Mar 2014 16:40:25 CST"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"swap",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","used","free","int","csw"
96.491,3.509,0.0,0.0,0.0,0.0,0.0,0.0,7.640,3.160,3.380,2320826368.0,59408384.0,2677252096.0,3309772800.0,0.0,0.0,9.0,0.0,0.0,1155072.0,8586678272.0,2024.0,188.0,
94.591,5.283,0.0,0.0,0.0,0.126,0.0,2199552.0,7.640,3.160,3.380,2320642048.0,59416576.0,2685308928.0,3301892096.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2038.0,190.0,
96.981,3.019,0.0,0.0,0.0,0.0,0.0,6139904.0,7.640,3.160,3.380,2486923264.0,59416576.0,2680500224.0,3140419584.0,0.0,0.0,9.0,0.0,20.0,1155072.0,8586678272.0,2092.0,435.0,
97.613,2.387,0.0,0.0,0.0,0.0,0.0,0.0,7.640,3.160,3.380,2619580416.0,59416576.0,2681675776.0,3006586880.0,0.0,0.0,9.0,0.0,0.0,1155072.0,8586678272.0,2039.0,240.0,
94.975,5.025,0.0,0.0,0.0,0.0,0.0,27635712.0,7.830,3.280,3.410,2339848192.0,59416576.0,2690113536.0,3277881344.0,0.0,0.0,9.0,0.0,22.0,1155072.0,8586678272.0,2182.0,495.0,
94.849,5.025,0.126,0.0,0.0,0.0,0.0,9789440.0,7.830,3.280,3.410,2267004928.0,59416576.0,2695176192.0,3345661952.0,0.0,0.0,9.0,0.0,42.0,1155072.0,8586678272.0,2127.0,606.0,
93.852,6.023,0.0,0.0,0.0,0.125,0.0,14942208.0,7.830,3.280,3.410,2013327360.0,59424768.0,2702004224.0,3592503296.0,0.0,0.0,9.0,0.0,42.0,1155072.0,8586678272.0,2216.0,755.0,
91.844,8.030,0.0,0.0,0.0,0.125,0.0,14094336.0,7.830,3.280,3.410,1914138624.0,59424768.0,2705829888.0,3687866368.0,0.0,0.0,9.0,0.0,36.0,1155072.0,8586678272.0,2171.0,629.0,
92.513,7.360,0.127,0.0,0.0,0.0,0.0,15917056.0,7.830,3.280,3.410,1727311872.0,59424768.0,2710528000.0,3869995008.0,0.0,0.0,10.0,0.0,48.0,1155072.0,8586678272.0,2154.0,748.0,
92.337,7.412,0.0,0.0,0.0,0.251,16384.0,25178112.0,8.0,3.390,3.450,1763135488.0,59424768.0,2704805888.0,3839893504.0,0.0,0.0,9.0,0.0,83.0,1155072.0,8586678272.0,2290.0,993.0,
93.073,6.171,0.756,0.0,0.0,0.0,0.0,9990144.0,8.0,3.390,3.450,1695084544.0,59424768.0,2720456704.0,3892293632.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2140.0,926.0,
94.132,5.618,0.0,0.0,0.0,0.250,0.0,15683584.0,8.0,3.390,3.450,1755291648.0,59432960.0,2721333248.0,3831201792.0,0.0,0.0,10.0,0.0,1.0,1155072.0,8586678272.0,2106.0,223.0,
94.073,4.918,1.009,0.0,0.0,0.0,0.0,11083776.0,8.0,3.390,3.450,1572769792.0,59432960.0,2718441472.0,4016615424.0,0.0,0.0,12.0,0.0,57.0,1155072.0,8586678272.0,2109.0,770.0,
94.088,5.912,0.0,0.0,0.0,0.0,0.0,1626112.0,8.0,3.390,3.450,1825284096.0,59432960.0,2715860992.0,3766681600.0,0.0,0.0,9.0,0.0,47.0,1155072.0,8586678272.0,2105.0,671.0,
94.110,5.764,0.125,0.0,0.0,0.0,0.0,24129536.0,8.160,3.500,3.480,1876328448.0,59432960.0,2718973952.0,3712524288.0,0.0,0.0,9.0,0.0,43.0,1155072.0,8586678272.0,2167.0,532.0,
93.561,6.439,0.0,0.0,0.0,0.0,0.0,10240000.0,8.160,3.500,3.480,1868578816.0,59432960.0,2723254272.0,3715993600.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2136.0,822.0,
95.954,3.793,0.126,0.0,0.0,0.126,0.0,3985408.0,8.160,3.500,3.480,2009714688.0,59441152.0,2725363712.0,3572740096.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2067.0,496.0,
94.479,5.395,0.125,0.0,0.0,0.0,0.0,11411456.0,8.160,3.500,3.480,1870938112.0,59441152.0,2732457984.0,3704422400.0,0.0,0.0,9.0,0.0,25.0,1155072.0,8586678272.0,2126.0,564.0,
94.430,5.316,0.253,0.0,0.0,0.0,0.0,1019904.0,8.160,3.500,3.480,2139652096.0,59441152.0,2731008000.0,3437158400.0,0.0,0.0,9.0,0.0,59.0,1155072.0,8586678272.0,2116.0,797.0,
92.704,7.170,0.0,0.0,0.0,0.126,0.0,43847680.0,8.230,3.590,3.510,1688506368.0,59441152.0,2754719744.0,3864592384.0,0.0,0.0,9.0,0.0,3.0,1155072.0,8586678272.0,2203.0,261.0,
94.591,5.283,0.126,0.0,0.0,0.0,0.0,3178496.0,8.230,3.590,3.510,1807314944.0,59441152.0,2747658240.0,3752845312.0,0.0,0.0,9.0,0.0,61.0,1155072.0,8586678272.0,2113.0,742.0,
93.073,5.416,1.008,0.504,0.0,0.0,0.0,4943872.0,8.230,3.590,3.510,1837129728.0,59449344.0,2743627776.0,3727052800.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2069.0,564.0,
94.340,5.535,0.126,0.0,0.0,0.0,0.0,3231744.0,8.230,3.590,3.510,1937502208.0,59449344.0,2742599680.0,3627708416.0,0.0,0.0,9.0,0.0,62.0,1155072.0,8586678272.0,2145.0,833.0,
91.583,8.166,0.126,0.0,0.0,0.126,0.0,12324864.0,8.230,3.590,3.510,1838993408.0,59449344.0,2746638336.0,3722178560.0,0.0,0.0,9.0,0.0,83.0,1155072.0,8586678272.0,2198.0,1021.0,
94.073,5.675,0.126,0.0,0.0,0.126,0.0,21110784.0,8.690,3.760,3.570,1960873984.0,59449344.0,2748694528.0,3598241792.0,0.0,0.0,11.0,0.0,58.0,1155072.0,8586678272.0,2160.0,769.0,
93.977,5.897,0.125,0.0,0.0,0.0,0.0,10543104.0,8.690,3.760,3.570,1907417088.0,59449344.0,2752585728.0,3647807488.0,0.0,0.0,10.0,0.0,46.0,1155072.0,8586678272.0,2182.0,724.0,
97.236,2.764,0.0,0.0,0.0,0.0,28672.0,126976.0,8.690,3.760,3.570,2130120704.0,59457536.0,2753208320.0,3424473088.0,0.0,0.0,9.0,0.0,2.0,1155072.0,8586678272.0,2054.0,291.0,
96.742,3.258,0.0,0.0,0.0,0.0,0.0,3473408.0,8.690,3.760,3.570,2174472192.0,59457536.0,2766868480.0,3366461440.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2042.0,204.0,
92.308,7.440,0.0,0.0,0.0,0.252,0.0,20758528.0,8.690,3.760,3.570,1739784192.0,59457536.0,2764029952.0,3803987968.0,0.0,0.0,10.0,0.0,82.0,1155072.0,8586678272.0,2232.0,957.0,
93.073,6.801,0.0,0.0,0.0,0.126,0.0,13262848.0,8.720,3.850,3.600,1896411136.0,59457536.0,2768928768.0,3642462208.0,0.0,0.0,9.0,0.0,24.0,1155072.0,8586678272.0,2150.0,527.0,
92.866,6.884,0.125,0.0,0.0,0.125,0.0,9674752.0,8.720,3.850,3.600,1874444288.0,59457536.0,2767740928.0,3665616896.0,0.0,0.0,9.0,0.0,79.0,1155072.0,8586678272.0,2185.0,936.0,
94.836,5.164,0.0,0.0,0.0,0.0,0.0,4644864.0,8.720,3.850,3.600,2013143040.0,59465728.0,2772746240.0,3521904640.0,0.0,0.0,10.0,0.0,5.0,1155072.0,8586678272.0,2084.0,351.0,
93.443,6.557,0.0,0.0,0.0,0.0,0.0,3121152.0,8.720,3.850,3.600,2115674112.0,59465728.0,2772914176.0,3419205632.0,0.0,0.0,9.0,0.0,41.0,1155072.0,8586678272.0,2148.0,700.0,
92.535,6.821,0.515,0.0,0.0,0.129,4096.0,12947456.0,8.720,3.850,3.600,1936359424.0,59465728.0,2776219648.0,3595214848.0,0.0,0.0,10.0,0.0,54.0,1155072.0,8586678272.0,2083.0,699.0,
91.874,7.995,0.0,0.0,0.0,0.131,0.0,32305152.0,8.820,3.950,3.630,1730183168.0,59465728.0,2794647552.0,3782963200.0,0.0,0.0,9.0,0.0,31.0,1155072.0,8586678272.0,2125.0,726.0,
94.444,5.556,0.0,0.0,0.0,0.0,0.0,3309568.0,8.820,3.950,3.630,1894916096.0,59465728.0,2796380160.0,3616497664.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2085.0,515.0,
91.677,7.440,0.883,0.0,0.0,0.0,0.0,8818688.0,8.820,3.950,3.630,1824817152.0,59473920.0,2785722368.0,3697246208.0,0.0,0.0,9.0,0.0,62.0,1155072.0,8586678272.0,2154.0,832.0,
94.354,5.646,0.0,0.0,0.0,0.0,0.0,4050944.0,8.820,3.950,3.630,1983885312.0,59473920.0,2787639296.0,3536261120.0,0.0,0.0,10.0,0.0,21.0,1155072.0,8586678272.0,2133.0,543.0,
92.821,7.053,0.0,0.0,0.0,0.126,0.0,14495744.0,8.820,3.950,3.630,1920450560.0,59473920.0,2797580288.0,3589754880.0,0.0,0.0,9.0,0.0,5.0,1155072.0,8586678272.0,2093.0,275.0,
93.990,5.499,0.384,0.0,0.0,0.128,4096.0,18636800.0,8.830,4.040,3.660,2183753728.0,59473920.0,2791723008.0,3332308992.0,0.0,0.0,9.0,0.0,37.0,1155072.0,8586678272.0,2153.0,764.0,
96.465,3.535,0.0,0.0,0.0,0.0,0.0,5431296.0,8.830,4.040,3.660,2166509568.0,59473920.0,2794635264.0,3346640896.0,0.0,0.0,9.0,0.0,6.0,1155072.0,8586678272.0,2034.0,269.0,
94.962,5.038,0.0,0.0,0.0,0.0,368640.0,8400896.0,8.830,4.040,3.660,2148810752.0,59506688.0,2807013376.0,3351928832.0,0.0,0.0,9.0,0.0,16.0,1155072.0,8586678272.0,2192.0,581.0,
89.394,7.576,0.505,2.273,0.0,0.253,303104.0,31498240.0,8.830,4.040,3.660,1641345024.0,59506688.0,2816937984.0,3849469952.0,0.0,0.0,10.0,0.0,65.0,1155072.0,8586678272.0,2230.0,929.0,
95.975,3.774,0.0,0.126,0.0,0.126,155648.0,1449984.0,8.830,4.040,3.660,1822830592.0,59506688.0,2820276224.0,3664646144.0,0.0,0.0,9.0,0.0,31.0,1155072.0,8586678272.0,2134.0,724.0,
82.789,13.065,0.628,2.136,0.0,1.382,0.0,85991424.0,8.850,4.120,3.690,1691598848.0,59506688.0,3002368000.0,3613786112.0,0.0,0.0,8.0,1.0,56.0,1155072.0,8586678272.0,2514.0,1021.0,
83.650,7.351,4.816,1.774,0.0,2.408,0.0,114487296.0,8.850,4.120,3.690,1738289152.0,59506688.0,3010203648.0,3559260160.0,0.0,0.0,7.0,1.0,30.0,1155072.0,8586678272.0,2497.0,1095.0,
75.655,9.363,10.487,3.620,0.0,0.874,20480.0,52789248.0,8.850,4.120,3.690,1333956608.0,59523072.0,3023020032.0,3950759936.0,0.0,0.0,6.0,0.0,98.0,1155072.0,8586678272.0,2298.0,1574.0,
44.110,4.887,50.501,0.0,0.0,0.501,0.0,29540352.0,8.850,4.120,3.690,767275008.0,59523072.0,3026079744.0,4514381824.0,0.0,0.0,1.0,0.0,93.0,1155072.0,8586678272.0,1889.0,3562.0,
7.134,1.877,87.359,3.630,0.0,0.0,16384.0,1110016.0,8.850,4.120,3.690,802295808.0,59523072.0,3020017664.0,4485423104.0,0.0,0.0,1.0,0.0,27.0,1155072.0,8586678272.0,514.0,1215.0,
10.427,1.633,87.312,0.628,0.0,0.0,229376.0,15380480.0,8.220,4.070,3.670,901632000.0,59531264.0,3021660160.0,4384436224.0,0.0,0.0,1.0,0.0,22.0,1155072.0,8586678272.0,799.0,991.0,
10.513,1.126,87.484,0.876,0.0,0.0,749568.0,0.0,8.220,4.070,3.670,1007558656.0,59539456.0,3038773248.0,4261388288.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,640.0,416.0,
11.264,1.252,87.484,0.0,0.0,0.0,0.0,286720.0,8.220,4.070,3.670,1071734784.0,59547648.0,3102961664.0,4133015552.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,663.0,372.0,
46.373,6.606,46.891,0.0,0.0,0.130,0.0,0.0,8.220,4.070,3.670,1219985408.0,59547648.0,3105374208.0,3982352384.0,0.0,0.0,6.0,0.0,56.0,1155072.0,8586678272.0,1516.0,1936.0,
68.375,4.500,27.0,0.0,0.0,0.125,0.0,6787072.0,8.220,4.070,3.670,1398759424.0,59547648.0,3111256064.0,3797696512.0,0.0,0.0,4.0,0.0,32.0,1155072.0,8586678272.0,1752.0,1371.0,
42.072,5.618,36.579,14.981,0.0,0.749,159744.0,52527104.0,8.200,4.130,3.700,896454656.0,59551744.0,3118862336.0,4292390912.0,0.0,0.0,2.0,5.0,132.0,1155072.0,8586678272.0,2152.0,4761.0,
72.630,8.411,10.681,7.744,0.0,0.534,12865536.0,8130560.0,8.200,4.130,3.700,1176915968.0,59551744.0,3138572288.0,3992219648.0,0.0,0.0,9.0,0.0,44.0,1155072.0,8586678272.0,2218.0,1908.0,
90.392,8.976,0.506,0.126,0.0,0.0,6987776.0,7151616.0,8.200,4.130,3.700,1320873984.0,59559936.0,3146104832.0,3840720896.0,0.0,0.0,11.0,0.0,86.0,1155072.0,8586678272.0,2236.0,999.0,
89.928,9.784,0.144,0.0,0.0,0.144,4096.0,4648960.0,8.200,4.130,3.700,1523707904.0,59559936.0,3144818688.0,3639173120.0,0.0,0.0,9.0,0.0,37.0,1155072.0,8586678272.0,1870.0,628.0,
92.426,7.574,0.0,0.0,0.0,0.0,53248.0,7643136.0,8.200,4.130,3.700,1740029952.0,59559936.0,3150315520.0,3417354240.0,0.0,0.0,9.0,0.0,17.0,1155072.0,8586678272.0,2062.0,459.0,
90.153,9.847,0.0,0.0,0.0,0.0,36864.0,20434944.0,8.430,4.250,3.740,2097491968.0,59559936.0,3150069760.0,3060137984.0,0.0,0.0,9.0,0.0,77.0,1155072.0,8586678272.0,2180.0,855.0,
88.622,11.378,0.0,0.0,0.0,0.0,12288.0,0.0,8.430,4.250,3.740,2511245312.0,59559936.0,3155296256.0,2641158144.0,0.0,0.0,9.0,0.0,2.0,1155072.0,8586678272.0,2045.0,283.0,
89.724,9.649,0.251,0.0,0.0,0.376,20480.0,39555072.0,8.430,4.250,3.740,1768865792.0,59568128.0,3196481536.0,3342344192.0,0.0,0.0,9.0,0.0,47.0,1155072.0,8586678272.0,2235.0,631.0,
90.727,8.897,0.125,0.125,0.0,0.125,266240.0,21426176.0,8.430,4.250,3.740,1465131008.0,59568128.0,3193163776.0,3649396736.0,0.0,0.0,9.0,0.0,52.0,1155072.0,8586678272.0,2174.0,642.0,
89.673,9.950,0.378,0.0,0.0,0.0,73728.0,6647808.0,8.430,4.250,3.740,1457131520.0,59568128.0,3177553920.0,3673006080.0,0.0,0.0,9.0,0.0,85.0,1155072.0,8586678272.0,2195.0,1072.0,
89.862,9.512,0.501,0.0,0.0,0.125,28672.0,18808832.0,8.550,4.340,3.770,1674215424.0,59568128.0,3179868160.0,3453607936.0,0.0,0.0,9.0,0.0,59.0,1155072.0,8586678272.0,2215.0,814.0,
92.812,7.188,0.0,0.0,0.0,0.0,12288.0,10137600.0,8.550,4.340,3.770,1654018048.0,59568128.0,3185405952.0,3468267520.0,0.0,0.0,9.0,0.0,30.0,1155072.0,8586678272.0,2131.0,549.0,
89.507,9.229,0.885,0.379,0.0,0.0,49152.0,7626752.0,8.550,4.340,3.770,1705701376.0,59576320.0,3187650560.0,3414331392.0,0.0,0.0,10.0,0.0,80.0,1155072.0,8586678272.0,2177.0,1113.0,
90.841,9.034,0.0,0.0,0.0,0.125,126976.0,6582272.0,8.550,4.340,3.770,1788862464.0,59576320.0,3187691520.0,3331129344.0,0.0,0.0,9.0,0.0,65.0,1155072.0,8586678272.0,2193.0,880.0,
92.095,7.654,0.251,0.0,0.0,0.0,73728.0,10010624.0,8.550,4.340,3.770,1765679104.0,59576320.0,3191734272.0,3350269952.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2186.0,857.0,
91.443,8.429,0.0,0.0,0.0,0.128,12288.0,26218496.0,8.670,4.440,3.800,1730437120.0,59576320.0,3200458752.0,3376787456.0,0.0,0.0,9.0,0.0,27.0,1155072.0,8586678272.0,2161.0,601.0,
92.434,7.440,0.126,0.0,0.0,0.0,45056.0,3227648.0,8.670,4.440,3.800,1964621824.0,59576320.0,3199688704.0,3143372800.0,0.0,0.0,9.0,0.0,43.0,1155072.0,8586678272.0,2096.0,567.0,
93.099,6.524,0.251,0.125,0.0,0.0,36864.0,12775424.0,8.670,4.440,3.800,1903362048.0,59584512.0,3206426624.0,3197886464.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2195.0,866.0,
93.734,6.266,0.0,0.0,0.0,0.0,49152.0,8814592.0,8.670,4.440,3.800,1790627840.0,59584512.0,3217240064.0,3299807232.0,0.0,0.0,9.0,0.0,5.0,1155072.0,8586678272.0,2085.0,326.0,
90.578,9.171,0.126,0.0,0.0,0.126,53248.0,10801152.0,8.670,4.440,3.800,1659224064.0,59584512.0,3211472896.0,3436978176.0,0.0,0.0,9.0,0.0,93.0,1155072.0,8586678272.0,2271.0,1064.0,
90.712,9.288,0.0,0.0,0.0,0.0,69632.0,23851008.0,8.690,4.510,3.830,1582874624.0,59584512.0,3217334272.0,3507466240.0,0.0,0.0,9.0,0.0,40.0,1155072.0,8586678272.0,2182.0,642.0,
92.102,7.898,0.0,0.0,0.0,0.0,45056.0,3289088.0,8.690,4.510,3.830,1788411904.0,59584512.0,3216912384.0,3302350848.0,0.0,0.0,9.0,0.0,64.0,1155072.0,8586678272.0,2137.0,796.0,
88.832,10.660,0.254,0.0,0.0,0.254,90112.0,11776000.0,8.690,4.510,3.830,1742143488.0,59592704.0,3218935808.0,3346587648.0,0.0,0.0,9.0,0.0,87.0,1155072.0,8586678272.0,2131.0,899.0,
92.551,7.449,0.0,0.0,0.0,0.0,8192.0,7098368.0,8.690,4.510,3.830,1810374656.0,59592704.0,3222540288.0,3274752000.0,0.0,0.0,9.0,0.0,24.0,1155072.0,8586678272.0,2135.0,547.0,
93.082,6.541,0.252,0.0,0.0,0.126,20480.0,9748480.0,8.690,4.510,3.830,1776365568.0,59592704.0,3227537408.0,3303763968.0,0.0,0.0,9.0,0.0,65.0,1155072.0,8586678272.0,2162.0,870.0,
93.544,6.076,0.127,0.0,0.0,0.253,12288.0,35622912.0,8.720,4.590,3.860,1811390464.0,59592704.0,3236048896.0,3260227584.0,0.0,0.0,9.0,0.0,23.0,1155072.0,8586678272.0,2199.0,504.0,
86.918,11.824,1.258,0.0,0.0,0.0,69632.0,19345408.0,8.720,4.590,3.860,1622589440.0,59592704.0,3238670336.0,3446407168.0,0.0,0.0,9.0,0.0,129.0,1155072.0,8586678272.0,2226.0,1262.0,
89.686,10.189,0.126,0.0,0.0,0.0,32768.0,3497984.0,8.720,4.590,3.860,2287554560.0,59600896.0,3238424576.0,2781679616.0,0.0,0.0,8.0,0.0,34.0,1155072.0,8586678272.0,2141.0,669.0,
86.875,1.875,11.250,0.0,0.0,0.0,0.0,0.0,8.720,4.590,3.860,2429784064.0,59600896.0,3239907328.0,2637967360.0,0.0,0.0,7.0,0.0,15.0,1155072.0,8586678272.0,1958.0,392.0,
79.026,2.996,17.603,0.0,0.0,0.375,0.0,8040448.0,8.720,4.590,3.860,2150121472.0,59600896.0,3253755904.0,2903781376.0,0.0,0.0,5.0,0.0,32.0,1155072.0,8586678272.0,2014.0,1260.0,
62.060,1.005,35.553,1.382,0.0,0.0,0.0,60424192.0,8.420,4.590,3.870,2150838272.0,59604992.0,3266277376.0,2890539008.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1760.0,284.0,
61.875,0.750,37.250,0.0,0.0,0.125,0.0,27586560.0,8.420,4.590,3.870,2151927808.0,59604992.0,3281821696.0,2873905152.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1601.0,158.0,
60.351,2.133,37.516,0.0,0.0,0.0,0.0,13770752.0,8.420,4.590,3.870,1909317632.0,59613184.0,3295301632.0,3103027200.0,0.0,0.0,5.0,0.0,1.0,1155072.0,8586678272.0,1574.0,508.0,
59.527,3.487,36.862,0.0,0.0,0.125,0.0,0.0,8.420,4.590,3.870,2077720576.0,59613184.0,3299520512.0,2930405376.0,0.0,0.0,5.0,0.0,22.0,1155072.0,8586678272.0,1512.0,939.0,
60.750,1.750,37.500,0.0,0.0,0.0,0.0,0.0,8.420,4.590,3.870,2175524864.0,59613184.0,3307868160.0,2824253440.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1495.0,103.0,
61.857,0.878,37.265,0.0,0.0,0.0,0.0,15126528.0,8.150,4.600,3.870,2186981376.0,59613184.0,3328602112.0,2792062976.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1502.0,145.0,
61.798,0.749,37.328,0.0,0.0,0.125,0.0,0.0,8.150,4.600,3.870,2188029952.0,59613184.0,3345711104.0,2773905408.0,0.0,0.0,5.0,0.0,1.0,1155072.0,8586678272.0,1362.0,301.0,
61.174,1.373,37.453,0.0,0.0,0.0,0.0,151552.0,8.150,4.600,3.870,2190925824.0,59621376.0,3380645888.0,2736066560.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1301.0,135.0,
60.401,2.256,37.343,0.0,0.0,0.0,0.0,0.0,8.150,4.600,3.870,2194460672.0,59621376.0,3430821888.0,2682355712.0,0.0,0.0,5.0,0.0,0.0,1155072.0,8586678272.0,1478.0,148.0,
49.749,3.634,46.617,0.0,0.0,0.0,0.0,0.0,8.150,4.600,3.870,1668931584.0,59621376.0,3493728256.0,3144978432.0,0.0,0.0,3.0,0.0,2.0,1155072.0,8586678272.0,1311.0,674.0,
24.906,1.627,73.342,0.0,0.0,0.125,0.0,26181632.0,7.650,4.560,3.860,1145847808.0,59621376.0,3529359360.0,3632431104.0,0.0,0.0,1.0,0.0,2.0,1155072.0,8586678272.0,1076.0,724.0,
12.265,0.250,87.484,0.0,0.0,0.0,0.0,0.0,7.650,4.560,3.860,1146478592.0,59621376.0,3537809408.0,3623350272.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,542.0,82.0,
11.890,0.250,87.484,0.375,0.0,0.0,0.0,102400.0,7.650,4.560,3.860,1147170816.0,59629568.0,3547504640.0,3612954624.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,539.0,104.0,
12.015,0.501,87.484,0.0,0.0,0.0,0.0,0.0,7.650,4.560,3.860,1148428288.0,59629568.0,3562754048.0,3596447744.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,542.0,102.0,
11.809,1.005,79.774,7.286,0.0,0.126,0.0,75194368.0,7.650,4.560,3.860,1149784064.0,59633664.0,3584122880.0,3573719040.0,0.0,0.0,1.0,0.0,0.0,1155072.0,8586678272.0,907.0,88.0,
13.602,5.038,64.987,15.365,0.0,1.008,1048576.0,43659264.0,7.760,4.630,3.890,765964288.0,59658240.0,3592581120.0,3949056000.0,0.0,0.0,8.0,1.0,144.0,1155072.0,8586678272.0,1884.0,6029.0,
69.949,19.192,7.197,2.525,0.0,1.136,520192.0,417792.0,7.760,4.630,3.890,795852800.0,59813888.0,3594452992.0,3917139968.0,0.0,0.0,9.0,0.0,379.0,1155072.0,8586678272.0,3038.0,7300.0,
72.864,22.487,3.643,0.377,0.0,0.628,212992.0,245760.0,7.760,4.630,3.890,782311424.0,59822080.0,3595673600.0,3929452544.0,0.0,0.0,11.0,0.0,428.0,1155072.0,8586678272.0,2874.0,5743.0,
67.726,25.921,4.701,1.144,0.0,0.508,180224.0,0.0,7.760,4.630,3.890,794136576.0,59822080.0,3596632064.0,3916668928.0,0.0,0.0,9.0,1.0,500.0,1155072.0,8586678272.0,3081.0,7356.0,
62.452,28.991,4.981,2.810,0.0,0.766,147456.0,23068672.0,7.760,4.630,3.890,805629952.0,59826176.0,3597578240.0,3904225280.0,0.0,0.0,2.0,9.0,515.0,1155072.0,8586678272.0,3012.0,7279.0,
28.590,9.911,18.170,41.677,0.0,1.652,135168.0,80216064.0,7.940,4.720,3.920,800088064.0,59826176.0,3598286848.0,3909058560.0,0.0,0.0,3.0,7.0,204.0,1155072.0,8586678272.0,2465.0,8112.0,
19.811,6.739,23.585,48.518,0.0,1.348,118784.0,78950400.0,7.940,4.720,3.920,805462016.0,59826176.0,3598950400.0,3903021056.0,0.0,0.0,1.0,9.0,115.0,1155072.0,8586678272.0,1620.0,4398.0,
9.371,2.567,27.985,59.307,0.0,0.770,77824.0,71409664.0,7.940,4.720,3.920,805584896.0,59830272.0,3599360000.0,3902484480.0,0.0,0.0,0.0,10.0,54.0,1155072.0,8586678272.0,984.0,2790.0,
21.618,8.217,25.917,43.869,0.0,0.379,106496.0,42541056.0,7.940,4.720,3.920,788500480.0,59834368.0,3599519744.0,3919405056.0,0.0,0.0,10.0,0.0,131.0,1155072.0,8586678272.0,1343.0,2829.0,
41.897,14.097,16.864,26.614,0.0,0.527,135168.0,0.0,7.940,4.720,3.920,798482432.0,59834368.0,3600187392.0,3908755456.0,0.0,0.0,9.0,0.0,256.0,1155072.0,8586678272.0,1891.0,4814.0,
62.643,31.893,5.083,0.127,0.0,0.254,147456.0,0.0,8.190,4.820,3.960,802762752.0,59834368.0,3601068032.0,3903594496.0,0.0,0.0,10.0,0.0,583.0,1155072.0,8586678272.0,2939.0,6993.0,
69.593,25.318,4.580,0.127,0.0,0.382,184320.0,0.0,8.190,4.820,3.960,790765568.0,59834368.0,3601932288.0,3914727424.0,0.0,0.0,10.0,0.0,556.0,1155072.0,8586678272.0,3004.0,7198.0,
67.468,26.456,5.316,0.380,0.0,0.380,176128.0,204800.0,8.190,4.820,3.960,799936512.0,59842560.0,3602890752.0,3904589824.0,0.0,0.0,9.0,0.0,608.0,1155072.0,8586678272.0,3174.0,8164.0,
70.722,21.546,6.337,0.507,0.0,0.887,217088.0,745472.0,8.190,4.820,3.960,775413760.0,59842560.0,3603894272.0,3928109056.0,0.0,0.0,3.0,0.0,425.0,1155072.0,8586678272.0,2959.0,6428.0,
10.777,0.877,87.093,1.253,0.0,0.0,253952.0,0.0,8.190,4.820,3.960,886497280.0,59842560.0,3604815872.0,3816103936.0,0.0,0.0,2.0,0.0,15.0,1155072.0,8586678272.0,721.0,1190.0,
26.276,14.541,29.209,28.316,0.0,1.658,7258112.0,540672.0,8.250,4.890,3.990,894529536.0,59973632.0,3702505472.0,3710251008.0,0.0,0.0,1.0,8.0,401.0,1155072.0,8586678272.0,4274.0,15433.0,
18.570,9.912,22.710,46.926,0.0,1.882,14237696.0,401408.0,8.250,4.890,3.990,895610880.0,59981824.0,3795619840.0,3616047104.0,0.0,0.0,4.0,4.0,240.0,1155072.0,8586678272.0,3868.0,14890.0,
28.752,16.898,19.798,31.652,0.0,2.900,7733248.0,3309568.0,8.250,4.890,3.990,903913472.0,60014592.0,3886866432.0,3516465152.0,0.0,0.0,9.0,1.0,429.0,1155072.0,8586678272.0,5123.0,18425.0,
22.528,12.641,25.532,36.546,0.0,2.753,28393472.0,557056.0,8.250,4.890,3.990,905355264.0,60014592.0,3999457280.0,3402432512.0,0.0,0.0,3.0,7.0,235.0,1155072.0,8586678272.0,4305.0,16146.0,
